"U_year","agegp","L_age","U_age","U_yearBorn","sex","cause","countDeaths","cohortDeaths","pctOfDeaths"
1994,"35-39",35,39,1959,"2","Endocrine/nutritional/metabolic/immunity",132,6946,1.9
1994,"35-39",35,39,1959,"2","Genitourinary system",63,6946,0.91
1994,"35-39",35,39,1959,"2","Ill-defined/Other",31,6946,0.45
1994,"35-39",35,39,1959,"2","Infectious/parasitic",157,6946,2.26
1994,"35-39",35,39,1959,"2","Injury and poisoning",1095,6946,15.76
1994,"35-39",35,39,1959,"2","Mental disorders",85,6946,1.22
1994,"35-39",35,39,1959,"2","Musculoskeletal/connective tissue",46,6946,0.66
1994,"35-39",35,39,1959,"2","Neoplasm",3153,6946,45.39
1994,"35-39",35,39,1959,"2","Nervous system/sense organs",295,6946,4.25
1994,"35-39",35,39,1959,"2","Originating from perinatal period",1,6946,0.01
1994,"35-39",35,39,1959,"2","Pregnancy/childbirth/puerperium",45,6946,0.65
1994,"35-39",35,39,1959,"2","Respiratory system",287,6946,4.13
1994,"35-39",35,39,1959,"2","Skin and subcutaneous tissue",10,6946,0.14
1994,"40-44",40,44,1954,"1","Blood/blood forming organs",56,17523,0.32
1994,"40-44",40,44,1954,"1","Circulatory system",5135,17523,29.3
1994,"40-44",40,44,1954,"1","Congenital anomalies",114,17523,0.65
1994,"40-44",40,44,1954,"1","Digestive system",1191,17523,6.8
1994,"40-44",40,44,1954,"1","Endocrine/nutritional/metabolic/immunity",438,17523,2.5
1994,"40-44",40,44,1954,"1","Genitourinary system",71,17523,0.41
1994,"40-44",40,44,1954,"1","Ill-defined/Other",141,17523,0.8
1994,"40-44",40,44,1954,"1","Infectious/parasitic",519,17523,2.96
1994,"40-44",40,44,1954,"1","Injury and poisoning",3953,17523,22.56
1994,"40-44",40,44,1954,"1","Mental disorders",266,17523,1.52
1994,"40-44",40,44,1954,"1","Musculoskeletal/connective tissue",33,17523,0.19
1994,"40-44",40,44,1954,"1","Neoplasm",4206,17523,24
1994,"40-44",40,44,1954,"1","Nervous system/sense organs",562,17523,3.21
1994,"40-44",40,44,1954,"1","Originating from perinatal period",2,17523,0.01
1994,"40-44",40,44,1954,"1","Respiratory system",824,17523,4.7
1994,"40-44",40,44,1954,"1","Skin and subcutaneous tissue",12,17523,0.07
1994,"40-44",40,44,1954,"2","Blood/blood forming organs",27,11406,0.24
1994,"40-44",40,44,1954,"2","Circulatory system",1799,11406,15.77
1994,"40-44",40,44,1954,"2","Congenital anomalies",120,11406,1.05
1994,"40-44",40,44,1954,"2","Digestive system",667,11406,5.85
1994,"40-44",40,44,1954,"2","Endocrine/nutritional/metabolic/immunity",173,11406,1.52
1994,"40-44",40,44,1954,"2","Genitourinary system",78,11406,0.68
1994,"40-44",40,44,1954,"2","Ill-defined/Other",54,11406,0.47
1994,"40-44",40,44,1954,"2","Infectious/parasitic",130,11406,1.14
1994,"40-44",40,44,1954,"2","Injury and poisoning",1242,11406,10.89
1994,"40-44",40,44,1954,"2","Mental disorders",98,11406,0.86
1994,"40-44",40,44,1954,"2","Musculoskeletal/connective tissue",80,11406,0.7
1994,"40-44",40,44,1954,"2","Neoplasm",6040,11406,52.95
1994,"40-44",40,44,1954,"2","Nervous system/sense organs",411,11406,3.6
1994,"40-44",40,44,1954,"2","Originating from perinatal period",1,11406,0.01
1994,"40-44",40,44,1954,"2","Pregnancy/childbirth/puerperium",11,11406,0.1
1994,"40-44",40,44,1954,"2","Respiratory system",464,11406,4.07
1994,"40-44",40,44,1954,"2","Skin and subcutaneous tissue",11,11406,0.1
1994,"45-49",45,49,1949,"1","Blood/blood forming organs",66,27156,0.24
1994,"45-49",45,49,1949,"1","Circulatory system",10120,27156,37.27
1994,"45-49",45,49,1949,"1","Congenital anomalies",124,27156,0.46
1994,"45-49",45,49,1949,"1","Digestive system",1577,27156,5.81
1994,"45-49",45,49,1949,"1","Endocrine/nutritional/metabolic/immunity",489,27156,1.8
1994,"45-49",45,49,1949,"1","Genitourinary system",99,27156,0.36
1994,"45-49",45,49,1949,"1","Ill-defined/Other",141,27156,0.52
1994,"45-49",45,49,1949,"1","Infectious/parasitic",482,27156,1.77
1994,"45-49",45,49,1949,"1","Injury and poisoning",3580,27156,13.18
1994,"45-49",45,49,1949,"1","Mental disorders",243,27156,0.89
1994,"45-49",45,49,1949,"1","Musculoskeletal/connective tissue",52,27156,0.19
1994,"45-49",45,49,1949,"1","Neoplasm",8225,27156,30.29
1994,"45-49",45,49,1949,"1","Nervous system/sense organs",696,27156,2.56
1994,"45-49",45,49,1949,"1","Originating from perinatal period",3,27156,0.01
1994,"45-49",45,49,1949,"1","Respiratory system",1249,27156,4.6
1994,"45-49",45,49,1949,"1","Skin and subcutaneous tissue",10,27156,0.04
1994,"45-49",45,49,1949,"2","Blood/blood forming organs",42,18329,0.23
1994,"45-49",45,49,1949,"2","Circulatory system",3119,18329,17.02
1994,"45-49",45,49,1949,"2","Congenital anomalies",122,18329,0.67
1994,"45-49",45,49,1949,"2","Digestive system",983,18329,5.36
1994,"45-49",45,49,1949,"2","Endocrine/nutritional/metabolic/immunity",286,18329,1.56
1994,"45-49",45,49,1949,"2","Genitourinary system",118,18329,0.64
1994,"45-49",45,49,1949,"2","Ill-defined/Other",69,18329,0.38
1994,"45-49",45,49,1949,"2","Infectious/parasitic",138,18329,0.75
1994,"45-49",45,49,1949,"2","Injury and poisoning",1261,18329,6.88
1994,"45-49",45,49,1949,"2","Mental disorders",118,18329,0.64
1994,"45-49",45,49,1949,"2","Musculoskeletal/connective tissue",111,18329,0.61
1994,"45-49",45,49,1949,"2","Neoplasm",10584,18329,57.74
1994,"45-49",45,49,1949,"2","Nervous system/sense organs",548,18329,2.99
1994,"45-49",45,49,1949,"2","Respiratory system",814,18329,4.44
1994,"45-49",45,49,1949,"2","Skin and subcutaneous tissue",16,18329,0.09
1994,"50-54",50,54,1944,"1","Blood/blood forming organs",80,38986,0.21
1994,"50-54",50,54,1944,"1","Circulatory system",16111,38986,41.33
1994,"50-54",50,54,1944,"1","Congenital anomalies",152,38986,0.39
1994,"50-54",50,54,1944,"1","Digestive system",1774,38986,4.55
1994,"50-54",50,54,1944,"1","Endocrine/nutritional/metabolic/immunity",580,38986,1.49
1994,"50-54",50,54,1944,"1","Genitourinary system",180,38986,0.46
1994,"50-54",50,54,1944,"1","Ill-defined/Other",129,38986,0.33
1994,"50-54",50,54,1944,"1","Infectious/parasitic",390,38986,1
1994,"50-54",50,54,1944,"1","Injury and poisoning",2922,38986,7.49
1994,"50-54",50,54,1944,"1","Mental disorders",203,38986,0.52
1994,"50-54",50,54,1944,"1","Musculoskeletal/connective tissue",90,38986,0.23
1994,"50-54",50,54,1944,"1","Neoplasm",13735,38986,35.23
1994,"50-54",50,54,1944,"1","Nervous system/sense organs",696,38986,1.79
1994,"50-54",50,54,1944,"1","Originating from perinatal period",2,38986,0.01
1994,"50-54",50,54,1944,"1","Respiratory system",1920,38986,4.92
1994,"50-54",50,54,1944,"1","Skin and subcutaneous tissue",22,38986,0.06
1994,"50-54",50,54,1944,"2","Blood/blood forming organs",66,24643,0.27
1994,"50-54",50,54,1944,"2","Circulatory system",5055,24643,20.51
1994,"50-54",50,54,1944,"2","Congenital anomalies",129,24643,0.52
1994,"50-54",50,54,1944,"2","Digestive system",1093,24643,4.44
1994,"50-54",50,54,1944,"2","Endocrine/nutritional/metabolic/immunity",371,24643,1.51
1994,"50-54",50,54,1944,"2","Genitourinary system",167,24643,0.68
1994,"50-54",50,54,1944,"2","Ill-defined/Other",65,24643,0.26
1994,"50-54",50,54,1944,"2","Infectious/parasitic",182,24643,0.74
1994,"50-54",50,54,1944,"2","Injury and poisoning",1145,24643,4.65
1994,"50-54",50,54,1944,"2","Mental disorders",102,24643,0.41
1994,"50-54",50,54,1944,"2","Musculoskeletal/connective tissue",148,24643,0.6
1994,"50-54",50,54,1944,"2","Neoplasm",14202,24643,57.63
1994,"50-54",50,54,1944,"2","Nervous system/sense organs",624,24643,2.53
1994,"50-54",50,54,1944,"2","Originating from perinatal period",2,24643,0.01
1994,"50-54",50,54,1944,"2","Respiratory system",1273,24643,5.17
1994,"50-54",50,54,1944,"2","Skin and subcutaneous tissue",19,24643,0.08
1994,"55-59",55,59,1939,"1","Blood/blood forming organs",123,61763,0.2
1994,"55-59",55,59,1939,"1","Circulatory system",27506,61763,44.53
1994,"55-59",55,59,1939,"1","Congenital anomalies",162,61763,0.26
1994,"55-59",55,59,1939,"1","Digestive system",2282,61763,3.69
1994,"55-59",55,59,1939,"1","Endocrine/nutritional/metabolic/immunity",1003,61763,1.62
1994,"55-59",55,59,1939,"1","Genitourinary system",282,61763,0.46
1994,"55-59",55,59,1939,"1","Ill-defined/Other",130,61763,0.21
1994,"55-59",55,59,1939,"1","Infectious/parasitic",441,61763,0.71
1994,"55-59",55,59,1939,"1","Injury and poisoning",2542,61763,4.12
1994,"55-59",55,59,1939,"1","Mental disorders",205,61763,0.33
1994,"55-59",55,59,1939,"1","Musculoskeletal/connective tissue",172,61763,0.28
1994,"55-59",55,59,1939,"1","Neoplasm",22529,61763,36.48
1994,"55-59",55,59,1939,"1","Nervous system/sense organs",906,61763,1.47
1994,"55-59",55,59,1939,"1","Originating from perinatal period",4,61763,0.01
1994,"55-59",55,59,1939,"1","Respiratory system",3450,61763,5.59
1994,"55-59",55,59,1939,"1","Skin and subcutaneous tissue",26,61763,0.04
1994,"55-59",55,59,1939,"2","Blood/blood forming organs",73,37185,0.2
1994,"55-59",55,59,1939,"2","Circulatory system",9511,37185,25.58
1994,"55-59",55,59,1939,"2","Congenital anomalies",147,37185,0.4
1994,"55-59",55,59,1939,"2","Digestive system",1546,37185,4.16
1994,"55-59",55,59,1939,"2","Endocrine/nutritional/metabolic/immunity",645,37185,1.73
1994,"55-59",55,59,1939,"2","Genitourinary system",255,37185,0.69
1994,"55-59",55,59,1939,"2","Ill-defined/Other",56,37185,0.15
1994,"55-59",55,59,1939,"2","Infectious/parasitic",243,37185,0.65
1994,"55-59",55,59,1939,"2","Injury and poisoning",1086,37185,2.92
1994,"55-59",55,59,1939,"2","Mental disorders",145,37185,0.39
1994,"55-59",55,59,1939,"2","Musculoskeletal/connective tissue",272,37185,0.73
1994,"55-59",55,59,1939,"2","Neoplasm",19925,37185,53.58
1994,"55-59",55,59,1939,"2","Nervous system/sense organs",805,37185,2.16
1994,"55-59",55,59,1939,"2","Respiratory system",2443,37185,6.57
1994,"55-59",55,59,1939,"2","Skin and subcutaneous tissue",33,37185,0.09
1994,"60-64",60,64,1934,"1","Blood/blood forming organs",218,102183,0.21
1994,"60-64",60,64,1934,"1","Circulatory system",46915,102183,45.91
1994,"60-64",60,64,1934,"1","Congenital anomalies",162,102183,0.16
1994,"60-64",60,64,1934,"1","Digestive system",3121,102183,3.05
1994,"60-64",60,64,1934,"1","Endocrine/nutritional/metabolic/immunity",1565,102183,1.53
1994,"60-64",60,64,1934,"1","Genitourinary system",504,102183,0.49
1994,"60-64",60,64,1934,"1","Ill-defined/Other",146,102183,0.14
1994,"60-64",60,64,1934,"1","Infectious/parasitic",503,102183,0.49
1994,"60-64",60,64,1934,"1","Injury and poisoning",2371,102183,2.32
1994,"60-64",60,64,1934,"1","Mental disorders",314,102183,0.31
1994,"60-64",60,64,1934,"1","Musculoskeletal/connective tissue",292,102183,0.29
1994,"60-64",60,64,1934,"1","Neoplasm",37295,102183,36.5
1994,"60-64",60,64,1934,"1","Nervous system/sense organs",1253,102183,1.23
1994,"60-64",60,64,1934,"1","Originating from perinatal period",4,102183,0
1994,"60-64",60,64,1934,"1","Respiratory system",7461,102183,7.3
1994,"60-64",60,64,1934,"1","Skin and subcutaneous tissue",59,102183,0.06
1994,"60-64",60,64,1934,"2","Blood/blood forming organs",185,62950,0.29
1994,"60-64",60,64,1934,"2","Circulatory system",20144,62950,32
1994,"60-64",60,64,1934,"2","Congenital anomalies",152,62950,0.24
1994,"60-64",60,64,1934,"2","Digestive system",2416,62950,3.84
1994,"60-64",60,64,1934,"2","Endocrine/nutritional/metabolic/immunity",1224,62950,1.94
1994,"60-64",60,64,1934,"2","Genitourinary system",441,62950,0.7
1994,"60-64",60,64,1934,"2","Ill-defined/Other",63,62950,0.1
1994,"60-64",60,64,1934,"2","Infectious/parasitic",396,62950,0.63
1994,"60-64",60,64,1934,"2","Injury and poisoning",1229,62950,1.95
1994,"60-64",60,64,1934,"2","Mental disorders",216,62950,0.34
1994,"60-64",60,64,1934,"2","Musculoskeletal/connective tissue",476,62950,0.76
1994,"60-64",60,64,1934,"2","Neoplasm",29737,62950,47.24
1994,"60-64",60,64,1934,"2","Nervous system/sense organs",1140,62950,1.81
1994,"60-64",60,64,1934,"2","Originating from perinatal period",2,62950,0
1994,"60-64",60,64,1934,"2","Respiratory system",5070,62950,8.05
1994,"60-64",60,64,1934,"2","Skin and subcutaneous tissue",59,62950,0.09
1994,"65-69",65,69,1929,"1","Blood/blood forming organs",433,162631,0.27
1994,"65-69",65,69,1929,"1","Circulatory system",75207,162631,46.24
1994,"65-69",65,69,1929,"1","Congenital anomalies",188,162631,0.12
1994,"65-69",65,69,1929,"1","Digestive system",4421,162631,2.72
1994,"65-69",65,69,1929,"1","Endocrine/nutritional/metabolic/immunity",2264,162631,1.39
1994,"65-69",65,69,1929,"1","Genitourinary system",1030,162631,0.63
1994,"65-69",65,69,1929,"1","Ill-defined/Other",161,162631,0.1
1994,"65-69",65,69,1929,"1","Infectious/parasitic",671,162631,0.41
1994,"65-69",65,69,1929,"1","Injury and poisoning",2403,162631,1.48
1994,"65-69",65,69,1929,"1","Mental disorders",720,162631,0.44
1994,"65-69",65,69,1929,"1","Musculoskeletal/connective tissue",450,162631,0.28
1994,"65-69",65,69,1929,"1","Neoplasm",57429,162631,35.31
1994,"65-69",65,69,1929,"1","Nervous system/sense organs",2018,162631,1.24
1994,"65-69",65,69,1929,"1","Originating from perinatal period",8,162631,0
1994,"65-69",65,69,1929,"1","Respiratory system",15134,162631,9.31
1994,"65-69",65,69,1929,"1","Skin and subcutaneous tissue",94,162631,0.06
1994,"65-69",65,69,1929,"2","Blood/blood forming organs",293,105631,0.28
1994,"65-69",65,69,1929,"2","Circulatory system",40131,105631,37.99
1994,"65-69",65,69,1929,"2","Congenital anomalies",174,105631,0.16
1994,"65-69",65,69,1929,"2","Digestive system",3776,105631,3.57
1994,"65-69",65,69,1929,"2","Endocrine/nutritional/metabolic/immunity",1950,105631,1.85
1994,"65-69",65,69,1929,"2","Genitourinary system",860,105631,0.81
1994,"65-69",65,69,1929,"2","Ill-defined/Other",94,105631,0.09
1994,"65-69",65,69,1929,"2","Infectious/parasitic",518,105631,0.49
1994,"65-69",65,69,1929,"2","Injury and poisoning",1520,105631,1.44
1994,"65-69",65,69,1929,"2","Mental disorders",538,105631,0.51
1994,"65-69",65,69,1929,"2","Musculoskeletal/connective tissue",912,105631,0.86
1994,"65-69",65,69,1929,"2","Neoplasm",42237,105631,39.99
1994,"65-69",65,69,1929,"2","Nervous system/sense organs",1823,105631,1.73
1994,"65-69",65,69,1929,"2","Originating from perinatal period",5,105631,0
1994,"65-69",65,69,1929,"2","Respiratory system",10669,105631,10.1
1994,"65-69",65,69,1929,"2","Skin and subcutaneous tissue",131,105631,0.12
1994,"70-74",70,74,1924,"1","Blood/blood forming organs",681,220353,0.31
1994,"70-74",70,74,1924,"1","Circulatory system",104346,220353,47.35
1994,"70-74",70,74,1924,"1","Congenital anomalies",183,220353,0.08
1994,"70-74",70,74,1924,"1","Digestive system",5846,220353,2.65
1994,"70-74",70,74,1924,"1","Endocrine/nutritional/metabolic/immunity",2791,220353,1.27
1994,"70-74",70,74,1924,"1","Genitourinary system",1725,220353,0.78
1994,"70-74",70,74,1924,"1","Ill-defined/Other",198,220353,0.09
1994,"70-74",70,74,1924,"1","Infectious/parasitic",858,220353,0.39
1994,"70-74",70,74,1924,"1","Injury and poisoning",2458,220353,1.12
1994,"70-74",70,74,1924,"1","Mental disorders",1421,220353,0.64
1994,"70-74",70,74,1924,"1","Musculoskeletal/connective tissue",664,220353,0.3
1994,"70-74",70,74,1924,"1","Neoplasm",70455,220353,31.97
1994,"70-74",70,74,1924,"1","Nervous system/sense organs",3094,220353,1.4
1994,"70-74",70,74,1924,"1","Originating from perinatal period",8,220353,0
1994,"70-74",70,74,1924,"1","Respiratory system",25467,220353,11.56
1994,"70-74",70,74,1924,"1","Skin and subcutaneous tissue",158,220353,0.07
1994,"70-74",70,74,1924,"2","Blood/blood forming organs",536,163654,0.33
1994,"70-74",70,74,1924,"2","Circulatory system",72038,163654,44.02
1994,"70-74",70,74,1924,"2","Congenital anomalies",213,163654,0.13
1994,"70-74",70,74,1924,"2","Digestive system",5818,163654,3.56
1994,"70-74",70,74,1924,"2","Endocrine/nutritional/metabolic/immunity",2931,163654,1.79
1994,"70-74",70,74,1924,"2","Genitourinary system",1555,163654,0.95
1994,"70-74",70,74,1924,"2","Ill-defined/Other",180,163654,0.11
1994,"70-74",70,74,1924,"2","Infectious/parasitic",675,163654,0.41
1994,"70-74",70,74,1924,"2","Injury and poisoning",2162,163654,1.32
1994,"70-74",70,74,1924,"2","Mental disorders",1486,163654,0.91
1994,"70-74",70,74,1924,"2","Musculoskeletal/connective tissue",1545,163654,0.94
1994,"70-74",70,74,1924,"2","Neoplasm",53481,163654,32.68
1994,"70-74",70,74,1924,"2","Nervous system/sense organs",2747,163654,1.68
1994,"70-74",70,74,1924,"2","Originating from perinatal period",2,163654,0
1994,"70-74",70,74,1924,"2","Respiratory system",18025,163654,11.01
1994,"70-74",70,74,1924,"2","Skin and subcutaneous tissue",260,163654,0.16
1994,"75-79",75,79,1919,"1","Blood/blood forming organs",808,231722,0.35
1994,"75-79",75,79,1919,"1","Circulatory system",110901,231722,47.86
1994,"75-79",75,79,1919,"1","Congenital anomalies",175,231722,0.08
1994,"75-79",75,79,1919,"1","Digestive system",6017,231722,2.6
1994,"75-79",75,79,1919,"1","Endocrine/nutritional/metabolic/immunity",3168,231722,1.37
1994,"75-79",75,79,1919,"1","Genitourinary system",2587,231722,1.12
1994,"75-79",75,79,1919,"1","Ill-defined/Other",351,231722,0.15
1994,"75-79",75,79,1919,"1","Infectious/parasitic",804,231722,0.35
1994,"75-79",75,79,1919,"1","Injury and poisoning",2550,231722,1.1
1994,"75-79",75,79,1919,"1","Mental disorders",2660,231722,1.15
1994,"75-79",75,79,1919,"1","Musculoskeletal/connective tissue",828,231722,0.36
1994,"75-79",75,79,1919,"1","Neoplasm",63904,231722,27.58
1994,"75-79",75,79,1919,"1","Nervous system/sense organs",4022,231722,1.74
1994,"75-79",75,79,1919,"1","Originating from perinatal period",4,231722,0
1994,"75-79",75,79,1919,"1","Respiratory system",32718,231722,14.12
1994,"75-79",75,79,1919,"1","Skin and subcutaneous tissue",225,231722,0.1
1994,"75-79",75,79,1919,"2","Blood/blood forming organs",851,210703,0.4
1994,"75-79",75,79,1919,"2","Circulatory system",104437,210703,49.57
1994,"75-79",75,79,1919,"2","Congenital anomalies",198,210703,0.09
1994,"75-79",75,79,1919,"2","Digestive system",7540,210703,3.58
1994,"75-79",75,79,1919,"2","Endocrine/nutritional/metabolic/immunity",3784,210703,1.8
1994,"75-79",75,79,1919,"2","Genitourinary system",2525,210703,1.2
1994,"75-79",75,79,1919,"2","Ill-defined/Other",629,210703,0.3
1994,"75-79",75,79,1919,"2","Infectious/parasitic",808,210703,0.38
1994,"75-79",75,79,1919,"2","Injury and poisoning",2744,210703,1.3
1994,"75-79",75,79,1919,"2","Mental disorders",3731,210703,1.77
1994,"75-79",75,79,1919,"2","Musculoskeletal/connective tissue",2224,210703,1.06
1994,"75-79",75,79,1919,"2","Neoplasm",51843,210703,24.6
1994,"75-79",75,79,1919,"2","Nervous system/sense organs",3789,210703,1.8
1994,"75-79",75,79,1919,"2","Originating from perinatal period",8,210703,0
1994,"75-79",75,79,1919,"2","Respiratory system",25129,210703,11.93
1994,"75-79",75,79,1919,"2","Skin and subcutaneous tissue",463,210703,0.22
1994,"80-84",80,84,1914,"1","Blood/blood forming organs",976,230084,0.42
1994,"80-84",80,84,1914,"1","Circulatory system",108037,230084,46.96
1994,"80-84",80,84,1914,"1","Congenital anomalies",143,230084,0.06
1994,"80-84",80,84,1914,"1","Digestive system",6294,230084,2.74
1994,"80-84",80,84,1914,"1","Endocrine/nutritional/metabolic/immunity",3220,230084,1.4
1994,"80-84",80,84,1914,"1","Genitourinary system",3388,230084,1.47
1994,"80-84",80,84,1914,"1","Ill-defined/Other",1003,230084,0.44
1994,"80-84",80,84,1914,"1","Infectious/parasitic",799,230084,0.35
1994,"80-84",80,84,1914,"1","Injury and poisoning",2660,230084,1.16
1994,"80-84",80,84,1914,"1","Mental disorders",4250,230084,1.85
1994,"80-84",80,84,1914,"1","Musculoskeletal/connective tissue",993,230084,0.43
1994,"80-84",80,84,1914,"1","Neoplasm",53238,230084,23.14
1994,"80-84",80,84,1914,"1","Nervous system/sense organs",4457,230084,1.94
1994,"80-84",80,84,1914,"1","Originating from perinatal period",11,230084,0
1994,"80-84",80,84,1914,"1","Respiratory system",40334,230084,17.53
1994,"80-84",80,84,1914,"1","Skin and subcutaneous tissue",281,230084,0.12
1994,"80-84",80,84,1914,"2","Blood/blood forming organs",1188,283444,0.42
1994,"80-84",80,84,1914,"2","Circulatory system",147585,283444,52.07
1994,"80-84",80,84,1914,"2","Congenital anomalies",171,283444,0.06
1994,"80-84",80,84,1914,"2","Digestive system",10527,283444,3.71
1994,"80-84",80,84,1914,"2","Endocrine/nutritional/metabolic/immunity",4926,283444,1.74
1994,"80-84",80,84,1914,"2","Genitourinary system",3884,283444,1.37
1994,"80-84",80,84,1914,"2","Ill-defined/Other",2429,283444,0.86
1994,"80-84",80,84,1914,"2","Infectious/parasitic",1015,283444,0.36
1994,"80-84",80,84,1914,"2","Injury and poisoning",3844,283444,1.36
1994,"80-84",80,84,1914,"2","Mental disorders",7565,283444,2.67
1994,"80-84",80,84,1914,"2","Musculoskeletal/connective tissue",3284,283444,1.16
1994,"80-84",80,84,1914,"2","Neoplasm",52080,283444,18.37
1994,"80-84",80,84,1914,"2","Nervous system/sense organs",5195,283444,1.83
1994,"80-84",80,84,1914,"2","Originating from perinatal period",7,283444,0
1994,"80-84",80,84,1914,"2","Respiratory system",38932,283444,13.74
1994,"80-84",80,84,1914,"2","Skin and subcutaneous tissue",812,283444,0.29
1994,"85+",85,89,1909,"1","Blood/blood forming organs",1077,213446,0.5
1994,"85+",85,89,1909,"1","Circulatory system",94338,213446,44.2
1994,"85+",85,89,1909,"1","Congenital anomalies",114,213446,0.05
1994,"85+",85,89,1909,"1","Digestive system",6067,213446,2.84
1994,"85+",85,89,1909,"1","Endocrine/nutritional/metabolic/immunity",2876,213446,1.35
1994,"85+",85,89,1909,"1","Genitourinary system",4368,213446,2.05
1994,"85+",85,89,1909,"1","Ill-defined/Other",4374,213446,2.05
1994,"85+",85,89,1909,"1","Infectious/parasitic",717,213446,0.34
1994,"85+",85,89,1909,"1","Injury and poisoning",2851,213446,1.34
1994,"85+",85,89,1909,"1","Mental disorders",5452,213446,2.55
1994,"85+",85,89,1909,"1","Musculoskeletal/connective tissue",1378,213446,0.65
1994,"85+",85,89,1909,"1","Neoplasm",35801,213446,16.77
1994,"85+",85,89,1909,"1","Nervous system/sense organs",3914,213446,1.83
1994,"85+",85,89,1909,"1","Originating from perinatal period",12,213446,0.01
1994,"85+",85,89,1909,"1","Respiratory system",49725,213446,23.3
1994,"85+",85,89,1909,"1","Skin and subcutaneous tissue",382,213446,0.18
1994,"85+",85,89,1909,"2","Blood/blood forming organs",2367,504276,0.47
1994,"85+",85,89,1909,"2","Circulatory system",247552,504276,49.09
1994,"85+",85,89,1909,"2","Congenital anomalies",186,504276,0.04
1994,"85+",85,89,1909,"2","Digestive system",18028,504276,3.58
1994,"85+",85,89,1909,"2","Endocrine/nutritional/metabolic/immunity",7214,504276,1.43
1994,"85+",85,89,1909,"2","Genitourinary system",7820,504276,1.55
1994,"85+",85,89,1909,"2","Ill-defined/Other",20942,504276,4.15
1994,"85+",85,89,1909,"2","Infectious/parasitic",1543,504276,0.31
1994,"85+",85,89,1909,"2","Injury and poisoning",7195,504276,1.43
1994,"85+",85,89,1909,"2","Mental disorders",19605,504276,3.89
1994,"85+",85,89,1909,"2","Musculoskeletal/connective tissue",7041,504276,1.4
1994,"85+",85,89,1909,"2","Neoplasm",54751,504276,10.86
1994,"85+",85,89,1909,"2","Nervous system/sense organs",7589,504276,1.5
1994,"85+",85,89,1909,"2","Originating from perinatal period",17,504276,0
1994,"85+",85,89,1909,"2","Respiratory system",100516,504276,19.93
1994,"85+",85,89,1909,"2","Skin and subcutaneous tissue",1910,504276,0.38
1999,"00-04",0,4,1999,"1","Blood/blood forming organs",30,12510,0.24
1999,"00-04",0,4,1999,"1","Circulatory system",120,12510,0.96
1999,"00-04",0,4,1999,"1","Congenital anomalies",268,12510,2.14
1999,"00-04",0,4,1999,"1","Death at <1 year",10485,12510,83.81
1999,"00-04",0,4,1999,"1","Digestive system",58,12510,0.46
1999,"00-04",0,4,1999,"1","Endocrine/nutritional/metabolic/immunity",73,12510,0.58
1999,"00-04",0,4,1999,"1","Genitourinary system",5,12510,0.04
1999,"00-04",0,4,1999,"1","Ill-defined/Other",69,12510,0.55
1999,"00-04",0,4,1999,"1","Infectious/parasitic",204,12510,1.63
1999,"00-04",0,4,1999,"1","Injury and poisoning",406,12510,3.25
1999,"00-04",0,4,1999,"1","Mental disorders",2,12510,0.02
1999,"00-04",0,4,1999,"1","Musculoskeletal/connective tissue",3,12510,0.02
1999,"00-04",0,4,1999,"1","Neoplasm",276,12510,2.21
1999,"00-04",0,4,1999,"1","Nervous system/sense organs",265,12510,2.12
1999,"00-04",0,4,1999,"1","Originating from perinatal period",36,12510,0.29
1999,"00-04",0,4,1999,"1","Respiratory system",210,12510,1.68
1999,"00-04",0,4,1999,"2","Blood/blood forming organs",23,9464,0.24
1999,"00-04",0,4,1999,"2","Circulatory system",108,9464,1.14
1999,"00-04",0,4,1999,"2","Congenital anomalies",250,9464,2.64
1999,"00-04",0,4,1999,"2","Death at <1 year",7968,9464,84.19
1999,"00-04",0,4,1999,"2","Digestive system",47,9464,0.5
1999,"00-04",0,4,1999,"2","Endocrine/nutritional/metabolic/immunity",64,9464,0.68
1999,"00-04",0,4,1999,"2","Genitourinary system",8,9464,0.08
1999,"00-04",0,4,1999,"2","Ill-defined/Other",37,9464,0.39
1999,"00-04",0,4,1999,"2","Infectious/parasitic",131,9464,1.38
1999,"00-04",0,4,1999,"2","Injury and poisoning",274,9464,2.9
1999,"00-04",0,4,1999,"2","Mental disorders",4,9464,0.04
1999,"00-04",0,4,1999,"2","Musculoskeletal/connective tissue",4,9464,0.04
1999,"00-04",0,4,1999,"2","Neoplasm",207,9464,2.19
1999,"00-04",0,4,1999,"2","Nervous system/sense organs",188,9464,1.99
1999,"00-04",0,4,1999,"2","Originating from perinatal period",20,9464,0.21
1999,"00-04",0,4,1999,"2","Respiratory system",131,9464,1.38
1999,"05-09",5,9,1994,"1","Blood/blood forming organs",18,1207,1.49
1999,"05-09",5,9,1994,"1","Circulatory system",43,1207,3.56
1999,"05-09",5,9,1994,"1","Congenital anomalies",78,1207,6.46
1999,"05-09",5,9,1994,"1","Digestive system",25,1207,2.07
1999,"05-09",5,9,1994,"1","Endocrine/nutritional/metabolic/immunity",36,1207,2.98
1999,"05-09",5,9,1994,"1","Genitourinary system",5,1207,0.41
1999,"05-09",5,9,1994,"1","Ill-defined/Other",5,1207,0.41
1999,"05-09",5,9,1994,"1","Infectious/parasitic",49,1207,4.06
1999,"05-09",5,9,1994,"1","Injury and poisoning",336,1207,27.84
